Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10,spads,shorefor
2016-07-24,59.484673,60.35033416748047,60.566646575927734,59.735076904296875,60.140098571777344,62.1253662109375,59.7457160949707,60.222415924072266,60.22415542602539,61.440879821777344,63.647,60.666
2016-07-25,57.449085,58.95785140991211,58.82714080810547,58.547576904296875,58.761558532714844,59.07754135131836,58.85301208496094,58.48746109008789,58.48460006713867,60.06869888305664,63.854,60.601
2016-07-26,58.11647,61.218894958496094,59.74644088745117,59.89933395385742,61.582969665527344,62.39458084106445,60.24916076660156,60.12961959838867,60.30486297607422,60.70707702636719,64.17,60.802
2016-07-27,59.59674,62.17440414428711,61.0690803527832,62.08439636230469,61.24822998046875,63.10527801513672,61.24162292480469,61.50904083251953,61.465660095214844,62.1589469909668,64.514,61.056
2016-07-28,61.175354,62.33789825439453,61.77212905883789,62.54469680786133,62.65547180175781,65.94639587402344,61.58938980102539,62.15140914916992,62.273738861083984,63.25110626220703,64.778,61.314
2016-07-29,61.041397,61.859283447265625,61.08066177368164,63.51311111450195,62.487571716308594,65.60990905761719,61.55164337158203,61.90073776245117,62.457725524902344,62.78970718383789,64.939,61.472
2016-07-30,62.530376,61.67133712768555,60.91656494140625,64.82184600830078,63.59447479248047,65.35420227050781,61.6153678894043,62.38837432861328,63.014625549316406,62.63497543334961,65.04,61.619
2016-07-31,62.871105,61.28970718383789,60.97896957397461,64.1126708984375,63.58847427368164,66.28913116455078,62.02848434448242,62.39886474609375,62.989261627197266,63.279605865478516,65.094,61.768
2016-08-01,63.8777,61.793827056884766,61.78123092651367,64.48065948486328,63.983985900878906,66.36393737792969,62.57630920410156,63.080928802490234,64.00730895996094,63.73460388183594,65.057,61.893
2016-08-02,64.42361,61.88157653808594,62.175357818603516,63.94597244262695,64.03931427001953,65.2549819946289,62.49864196777344,64.52603149414062,64.4909439086914,64.79155731201172,64.936,61.969
2016-08-03,65.21543,62.65553665161133,63.463966369628906,64.84828186035156,64.77468872070312,66.18314361572266,63.5084228515625,65.17196655273438,65.30061340332031,65.5911636352539,64.766,62.02
2016-08-04,64.74139,62.1468620300293,62.938053131103516,65.05793762207031,64.40826416015625,65.5278091430664,63.12287902832031,64.64585876464844,65.47769165039062,65.36894989013672,64.519,62.055
2016-08-05,65.268906,62.52535629272461,63.32535934448242,65.49571990966797,65.509033203125,64.9411392211914,63.557918548583984,64.62512969970703,65.62843322753906,65.46764373779297,64.134,62.098
2016-08-06,66.124535,62.911781311035156,63.36655807495117,65.80316925048828,64.19779968261719,65.48898315429688,63.11079406738281,64.56505584716797,65.53742980957031,66.80377197265625,63.607,62.231
